ir0,ir1,ir2,ir3,ir4,ir5,ir6,ir7,smell,move,turn
100,79,74,100,100,100,68,45,-9.769218570011617,5.728632817499677,-1.6282030950019362
100,76,69,100,100,100,70,42,-8.707881176452247,5.758114411765216,-1.4513135294087078
100,74,70,100,100,100,72,38,-7.799825462659612,5.7833381815927885,-1.299970910443271
100,72,81,100,100,63,74,39,-7.025933692566696,5.804835175206481,-1.1709889487611136
100,69,80,100,100,66,76,46,-6.370606202954889,5.823038716584587,-1.0617677004924815
100,67,76,100,100,69,78,52,-5.821570687211647,5.83828970313301,-0.9702617812019412
100,65,72,100,100,72,80,100,-5.369923728555705,5.850835451984564,-0.8949872880926151
100,63,69,100,100,75,82,100,-5.010530100558299,5.860818608317825,-0.8350883500930522
100,56,66,100,100,78,34,100,-4.743055673339541,5.868248453518346,-0.7905092788899211
100,39,63,100,100,80,25,100,-4.574269163812971,5.872936967671862,-0.7623781939688286
100,36,60,100,100,83,21,100,-4.5232062464283445,6.141022048710324,1.9127989589286116
100,32,58,100,100,85,24,100,127.9374522353653,9.620484784315703,21.989575372560886
34,44,72,100,100,28,100,91,106.87650183929429,8.968791717758174,17.81275030654905
18,40,92,100,100,38,100,95,89.92223105861865,7.399711966883772,-12.001728198697364
15,11,61,100,100,41,100,85,102.65696539600663,7.636983141088926,-40.57810115346645
79,11,9,66,100,100,44,100,143.67880149346104,8.274646691557685,-18.032119850653896
69,100,9,15,100,100,42,100,161.97312167919029,10.965920046644175,6.32885361319838
59,100,28,17,100,100,100,100,156.0679418945906,10.335220608183072,26.011323649098436
58,100,13,100,100,50,100,52,130.83392521676177,9.367609033798939,-7.527679130539706
45,100,98,15,100,56,100,46,138.96168957576725,9.860046932660202,23.16028159596121
100,84,69,100,100,100,100,35,116.60892287859184,9.239136746627551,19.434820479765307
100,81,23,100,73,100,36,33,98.06217544733477,8.857282651314854,15.010362574555792
100,84,22,100,100,100,30,100,83.84284373991858,8.528967881664405,11.973807289986432
60,75,21,100,100,45,30,100,72.62957563163604,8.284154878656556,9.438262605272676
53,62,36,100,100,40,100,100,63.91004117297268,7.775278921471464,10.65167352882878
50,53,31,100,100,38,100,100,53.82716099974982,7.495198916659717,8.971193499958304
47,46,32,100,100,39,100,100,45.36102390859952,7.260028441905542,7.560170651433253
46,40,34,100,74,80,100,34,38.24410243287889,7.06233617869108,6.374017072146479
44,35,36,100,71,100,100,29,32.25604705494709,6.896001307081864,5.376007842491184
43,30,37,100,70,100,100,25,27.166111102322134,6.754614197286726,4.527685183720358
33,26,39,100,71,100,29,22,22.88447768163229,6.635679935600897,3.8140796136053794
26,21,40,100,74,100,24,19,19.281480109674476,4.235706444647546,38.21423866788527
16,31,100,86,100,27,19,24,-19.073501792751813,6.525381468201838,22.48562214254436
14,31,100,74,100,23,26,12,-41.99446330302578,6.991143921167254,15.70686352700353
13,25,100,100,41,26,14,7,-58.25941529906993,8.185480642936374,11.939550524284911
11,19,97,100,41,33,5,2,-71.03150523832261,2.5199999999999996,14.533333333333333
18,19,85,100,37,16,2,3,-85.78544737647576,1.4933333333333332,13.6
16,100,91,100,36,8,1,5,-99.49456730448082,6.396336538485327,27.578019230911963
11,85,100,45,26,5,5,12,-127.59837074554304,8.425792260039616,19.994753560237704
100,72,100,47,18,9,11,4,-148.05797886095297,4.933333333333334,49.333333333333336
100,100,47,22,13,9,4,100,162.73738514546187,9.520482920707273,77.12289752424365
39,35,15,20,13,100,68,100,86.58160388975887,7.738377885826636,-18.903066018373526
39,33,23,19,24,100,74,100,106.20907696636277,9.083585471287854,16.368179494393797
24,29,22,25,29,100,81,100,90.80728280349354,9.122424522319266,11.13454713391559
14,23,21,32,37,94,100,26,80.626219139574,10.362513545995267,-19.29158539069507
6,6,28,28,50,100,97,100,100.9749917095732,13.976678811737823,-20.006593796239734
4,1,6,29,47,100,74,100,121.53042915319611,6.0,-110.0
100,100,100,7,8,34,37,48,-128.96730926707056,2.4175747425813734,-21.494551544511758
100,66,100,13,8,18,32,56,-107.67466290235512,3.0090371416012465,-17.945777150392523
43,99,100,100,11,15,32,39,-90.04639424505456,3.4987112709707064,-15.00773237417576
43,100,61,100,16,15,35,32,-75.3458453059734,3.9070598526118503,-12.557640884328897
48,100,71,100,23,16,31,28,-63.071691080587584,4.248008581094789,-10.511948513431264
36,43,92,100,100,19,27,25,-52.89872880912219,4.530590866413273,-8.816454801520365
27,32,100,96,100,21,26,22,-44.38088712298264,4.767197579917148,-7.396814520497109
20,32,100,68,100,24,25,20,-37.2438475681721,6.965448678661886,-16.207307928028683
12,26,28,89,100,31,23,17,-21.27152380036665,6.656973262813729,48.5551729102157
23,24,89,100,36,29,12,9,-70.44356236730675,4.907260766591899,22.54578682177362
20,100,75,100,33,22,8,11,-93.42668248433068,6.002888625261155,19.457331751566933
13,93,100,50,38,13,9,19,-113.48649231346411,6.493036364667377,68.25599596578203
69,100,41,36,15,19,12,100,178.2771719642667,10.885476999007407,57.04619532737779
100,32,36,22,31,100,90,100,122.14343889160853,9.39287330254468,20.357239815268088
28,26,30,28,31,100,63,100,102.72301206415506,8.853417001782084,17.12050201069251
17,22,27,36,35,99,100,100,86.45152980266778,8.080286276681488,-13.118282339911076
10,11,33,33,46,100,88,100,100.40732886749663,10.448970320749963,-51.30617807550023
100,8,7,23,42,52,100,73,152.2085049347371,9.769077887438602,-1.9721993420350508
100,100,4,17,50,56,100,73,154.58418167842444,9.294005046622901,-24.23596972026259
100,100,100,9,58,72,100,48,178.83892302702816,10.967747861861893,29.80648717117136
100,100,100,18,72,100,60,94,149.545853249196,10.154051479144332,24.924308874866
100,100,23,74,83,100,62,92,125.43454141184651,9.61762615032907,19.57242356864109
100,100,20,83,100,53,99,95,106.71370216723363,9.297602837978712,14.452283694538941
100,100,20,98,100,72,89,100,93.14538167621765,8.9207050465616,12.190896946036275
100,100,20,100,100,100,87,100,81.73266338719907,8.603685094088863,10.288777231199845
99,100,33,100,76,100,91,100,72.19411694270718,8.005392137297422,12.032352823784528
99,100,30,100,90,99,100,97,60.852923807713864,7.690358994658719,10.14215396795231
100,100,29,100,100,98,100,86,51.25452576789792,7.423736826886053,8.542420961316317
100,100,30,100,100,100,100,79,43.192978639175976,7.199804962199333,7.198829773195996
100,100,32,100,100,100,100,74,36.41498592395544,7.011527386776541,6.06916432065924
100,100,33,100,100,100,87,72,30.711529886525454,6.853098052403485,5.1185883144209114
100,100,34,100,100,100,78,70,25.863601311601315,6.718433369766704,4.3106002186002215
100,100,36,100,100,100,72,69,21.78553973298915,6.605153881471921,3.630923288831525
100,100,37,100,100,100,68,69,18.353938048520945,6.509831612458916,3.058989674753491
100,100,38,100,100,100,64,69,15.465531833469356,6.42959810648526,2.577588638911557
100,100,39,100,100,100,62,69,13.033783452163902,6.362049540337886,2.1722972420273194
100,100,40,100,100,100,60,69,10.986092797660092,6.305169244379448,1.831015466276682
100,100,41,49,100,100,58,69,9.261502531493647,6.2572639592081565,1.5435837552489389
100,100,41,52,100,100,56,69,7.8087993271200276,6.21691109242,1.3014665545200046
100,100,42,54,100,99,55,70,6.584936026676473,6.182914889629902,1.0974893377794146
100,100,63,56,100,95,54,70,5.553716290182706,6.15426989694952,0.9256193816971177
100,100,64,57,100,91,53,70,4.684695487004376,6.130130430194566,0.7807825811673936
100,100,64,59,100,89,53,70,3.952260687406806,6.109785019094634,0.6587101145678034
100,93,65,60,100,86,52,70,3.3348595859156944,6.092634988497658,0.5558099309859514
100,86,65,62,100,85,51,70,2.8143536364732427,6.0781764899020345,0.4690589394122071
100,79,65,63,100,83,51,70,2.3754750081645852,6.065985416893461,0.39591250136076184
100,71,66,64,100,82,50,70,2.0053704568330772,6.05570473491203,0.3342284094721819
100,64,66,65,100,80,50,70,1.6932180462811175,6.0470338346189205,0.2822030077135196
100,56,67,65,100,79,50,70,1.4299049825276597,6.03971958284799,0.23831749708794092
100,48,67,66,100,78,49,69,1.207756748796669,6.0335487985776854,0.20129279146610912
100,40,67,70,100,78,49,69,1.0203093255139493,6.028341925708721,0.17005155425232488
100,32,67,78,100,77,49,69,0.8621176089159235,6.023947711358776,0.14368626815265628
100,24,68,87,100,76,48,69,0.7285942514528188,6.020238729207023,0.12143237524213646
100,16,68,95,100,76,48,69,0.6158740750558422,4.537895363518932,-29.305961152219744
96,100,20,72,100,100,56,48,30.19752293709297,7.172153414919249,1.6995871561821616
94,100,17,76,100,100,51,44,28.9663468575352,5.737954079375978,-32.50560885707747
44,100,100,19,89,100,94,40,62.091642488978835,7.7247678469160785,10.348607081496475
44,100,100,24,100,100,59,33,52.52672546773107,7.459075707436974,8.754454244621847
45,100,100,28,100,100,42,28,44.47143610147896,7.235317669485527,7.411906016913157
47,100,100,33,100,100,31,24,37.67725207122089,7.046590335311691,6.279542011870149
50,100,100,38,100,100,25,21,31.939973931519376,6.887221498097761,5.32332898858656
56,100,100,42,100,68,20,19,27.02198296251538,4.51670737585651,40.96691092180573
100,100,39,100,90,23,20,50,-14.091780888599885,5.94189497531667,0.9847031852333501
100,100,38,100,90,24,22,55,-15.27718901555636,5.7756336384567675,-0.5461981692593909
100,100,36,100,98,26,23,57,-14.929787515885323,5.71861701344763,-1.1549645859808848
100,100,35,100,100,28,24,57,-13.963473517518082,5.678792402291164,-1.6605789195863494
100,100,42,100,100,30,25,56,-12.474027772164845,5.653499228550976,-2.0790046286941433
100,100,74,100,100,32,26,55,-10.541962304352126,5.707167713767996,-1.756993717392021
100,100,100,100,100,34,27,53,-8.911115585590153,5.752469011511384,-1.4851859309316922
100,97,100,56,100,36,27,52,-7.5342290651315125,5.790715859301902,-1.2557048441885854
100,89,100,53,100,37,28,52,-6.371514805058382,5.823013477637267,-1.0619191341763994
100,89,100,50,100,39,28,51,-5.389460493264323,5.850292764075991,-0.8982434155440515
100,90,100,48,100,40,29,51,-4.559830002514445,5.87333805548571,-0.7599716670857433
100,90,100,52,100,41,29,50,-3.8588259445443214,5.892810390429324,-0.6431376574240559
100,91,100,59,100,42,30,50,-3.2663869924183473,5.909267027988379,-0.5443978320697269
100,100,100,67,100,43,30,50,-2.765597673630225,5.92317784239916,-0.4609329456050375
99,100,100,74,100,44,30,50,-2.342192245066258,5.934939104303715,-0.390365374177712
94,100,100,81,100,44,30,50,-1.9841374040920527,5.944885072108554,-0.3306895673486778
89,100,100,88,100,45,31,50,-1.681281145867672,5.95329774594812,-0.28021352431127866
84,100,100,96,100,45,31,50,-1.4250571732613366,5.960415078520518,-0.2375095288768918
79,100,100,100,100,46,31,50,-1.2082359963976614,5.9664378889889536,-0.2013726660662769
74,100,100,100,100,46,31,50,-1.0247152947898712,5.971535686255837,-0.17078588246497617
68,100,100,100,100,47,31,50,-0.8693433107706596,5.975851574700815,-0.14489055179510757
63,100,65,100,100,47,31,50,-0.7377700414634774,5.979506387737126,-0.12296167357724386
58,100,65,100,100,47,31,50,-0.6263218320501096,5.9826021713319415,-0.10438697200834923
53,100,65,100,100,47,32,50,-0.5318956732693323,5.985225120186963,-0.08864927887822205
48,100,64,100,100,48,32,50,-0.4518700935055904,5.987448052958178,-0.0753116822509341
43,96,64,100,100,48,32,50,-0.3840300290661389,5.989332499192607,-0.06400500484435412
38,93,100,100,100,48,32,50,-0.32650347067522034,5.9909304591479104,-0.05441724511253909
33,93,100,100,100,48,32,50,-0.27770803258420074,5.992285887983773,-0.04628467209736442
28,45,100,100,100,48,32,50,-0.2363058836633627,5.9934359476760175,-0.039384313943891414
23,38,100,100,100,48,32,50,-0.20116572627847518,6.794412063158932,-4.03352762104641
18,27,100,100,100,52,32,46,3.9340280960960854,7.0812371410966515,-13.912577153420088
12,13,100,76,100,74,31,35,18.406973361050007,7.940591420767753,-60.43645147539347
24,50,10,25,100,100,100,29,80.64785266295621,8.973551462859895,-11.892024556173972
15,25,67,17,100,100,100,25,94.63504899378944,9.542917120312865,-14.742497278122812
7,9,54,15,100,100,100,21,111.57172363542867,12.369723022205715,-36.84832853343238
7,1,4,90,25,100,100,100,149.47011772162432,7.733333333333333,-110.0
94,100,43,10,9,30,22,57,-102.24462380863952,3.3598715608711247,-15.040770634773253
100,100,100,17,11,21,62,36,-87.95076172570595,3.5569232853970574,-14.658460287617658
100,100,100,32,14,18,100,26,-74.01117051646207,3.944134152320498,-12.335195086077007
100,87,100,60,19,18,56,21,-62.34075716261026,4.268312301038604,-10.390126193768374
37,100,100,100,25,20,43,17,-52.75217772097204,4.1069323459946,30.241594075967598
100,100,100,40,24,35,16,25,-84.0060898167551,2.79983083842347,21.33231836387415
75,100,100,30,27,68,18,92,-105.82901767313143,1.793638397968571,21.695163721144763
100,100,46,26,37,17,25,100,-127.72537014750623,2.4520730514581603,-21.287561691251042
72,100,100,33,30,75,19,97,-106.9231929860099,1.563244639277503,23.51280116899835
100,100,48,29,42,19,28,100,-130.62803340600493,2.3714435164998626,-21.771338901000824
70,100,100,35,34,22,21,100,-109.33285995692819,3.229642778974217,-15.555476659488036
100,100,100,47,34,58,20,35,-94.52979470336538,3.707505702684295,-12.4216324505609
100,100,100,67,37,49,19,26,-82.85635824569226,2.2317678265085483,27.523940292384623
61,100,100,44,42,23,22,100,-110.85087845625645,3.120808931770654,-16.47514640937608
100,100,100,59,42,67,20,35,-95.12574053146739,3.6909516519036836,-12.520956755244569
100,66,100,83,45,57,20,26,-83.35192683051775,4.018002032485618,-10.55865447175296
100,54,100,100,52,55,20,21,-73.75774341600379,4.284507127333228,-8.959623902667303
100,100,100,100,61,54,20,17,-65.7184566328769,4.368230796484017,33.14271811223744
100,100,100,77,56,25,17,61,-99.86330556464304,2.15935262320436,20.689449072559494
45,100,100,62,65,19,20,100,-120.9874787901532,2.9725700336068557,-16.831246465025536
100,100,100,77,60,24,18,69,-104.64464489690619,1.8265376417526058,21.89255918384897
42,100,100,63,72,19,80,100,-126.73903027015137,2.479471381384684,-21.123171711691896
100,100,100,79,63,25,19,100,-106.09854888039882,1.5861514199889215,23.650241853266863
41,100,100,65,43,20,68,100,-129.94092179561932,2.3905299501216857,-21.65682029926988
100,100,100,81,67,25,20,100,-108.75734657165822,3.31229592856505,-14.792891095276374
100,40,100,100,69,34,19,55,-94.70955650178206,1.9025123193949431,25.54840724970299
47,100,100,76,75,22,88,100,-120.47253231610745,2.6535407689970154,-20.078755386017903
100,40,100,100,71,30,20,62,-100.88166976953272,3.5310647286240915,-13.480278294922115
100,30,100,100,76,42,20,48,-88.14506176790923,3.884859395335855,-11.357510294651533
100,100,100,100,85,84,20,67,-77.51438069423034,4.180156091826935,-9.585730115705061
100,100,37,100,97,82,20,100,-68.85711207419786,4.420635775716726,-8.142852012366312
100,100,27,100,100,84,20,100,-61.5955238122574,4.6223465607706276,-6.932587302042897
44,100,36,100,100,86,20,100,-55.49558782809709,4.791789226997303,-5.91593130468285
36,100,100,100,100,90,18,76,-50.365728389487685,3.3342853225142313,30.93904526841872
100,100,28,100,100,31,31,28,-82.07176642843837,3.720228710321156,-13.678627738073061
100,100,36,100,100,95,21,70,-69.11808296255248,4.346719917706876,-8.853013827092077
100,100,100,100,100,96,20,100,-61.17592117547747,4.6340021895700705,-6.862653529246245
25,100,100,44,100,100,20,100,-55.1743572862199,4.800712297605003,-5.862392881036648
19,100,100,38,100,100,21,100,-50.12559007189975,6.707174833200186,-9.890284334132218
10,91,90,46,100,100,20,62,-41.297553818368215,10.901897151511701,-31.25528375759646
100,2,100,100,52,100,17,23,-10.491423432028796,2.9333333333333336,-2.666666666666667
100,2,100,100,52,100,17,22,-7.824756765362167,2.9333333333333336,-2.666666666666667
96,2,100,99,53,100,18,21,-5.1580900986955385,2.7333333333333334,-0.6666666666666661
91,2,100,99,53,100,18,21,-4.49142343202891,2.7333333333333334,-0.6666666666666661
87,1,99,98,53,100,18,21,-3.824756765362281,2.7333333333333334,-0.6666666666666661
83,1,95,97,54,100,18,20,-3.158090098695652,2.7333333333333334,-0.6666666666666661
80,1,91,96,54,100,18,20,-2.4914234320290234,2.7333333333333334,-0.6666666666666661
76,1,89,96,54,100,18,20,-1.8247567653623946,2.7333333333333334,-0.6666666666666661
73,1,89,95,54,100,18,20,-1.1580900986957658,2.7333333333333334,-0.6666666666666661
71,1,90,95,55,100,18,20,-0.4914234320291371,2.7333333333333334,-0.6666666666666661
68,1,90,94,55,100,18,20,0.1752432346374917,2.7333333333333334,-0.6666666666666661
66,1,91,93,55,100,19,19,0.8419099013041205,2.408888888888889,3.8222222222222224
82,1,94,97,54,100,18,20,-2.980312320918074,2.7333333333333334,-0.6666666666666661
79,1,90,96,54,100,18,20,-2.313645654251445,2.7333333333333334,-0.6666666666666661
76,1,89,96,54,100,18,20,-1.6469789875848164,2.7333333333333334,-0.6666666666666661
73,1,89,95,54,100,18,20,-0.9803123209181877,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.3136456542515589,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,18,20,0.3530210124150699,2.7333333333333334,-0.6666666666666661
65,1,91,93,55,100,19,19,1.0196876790816987,2.408888888888889,3.8222222222222224
81,1,92,97,54,100,18,20,-2.8025345431404958,2.7333333333333334,-0.6666666666666661
78,1,89,96,54,100,18,20,-2.135867876473867,2.7333333333333334,-0.6666666666666661
75,1,89,95,54,100,18,20,-1.4692012098072382,2.7333333333333334,-0.6666666666666661
72,1,89,95,54,100,18,20,-0.8025345431406095,2.7333333333333334,-0.6666666666666661
69,1,90,94,55,100,18,20,-0.1358678764739807,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,19,0.5307987901926481,2.408888888888889,3.8222222222222224
84,1,95,97,54,100,18,20,-3.2914234320295463,2.7333333333333334,-0.6666666666666661
80,1,91,97,54,100,18,20,-2.6247567653629176,2.7333333333333334,-0.6666666666666661
77,1,89,96,54,100,18,20,-1.9580900986962888,2.7333333333333334,-0.6666666666666661
74,1,89,95,54,100,18,20,-1.29142343202966,2.7333333333333334,-0.6666666666666661
71,1,90,95,54,100,18,20,-0.6247567653630313,2.7333333333333334,-0.6666666666666661
69,1,90,94,55,100,18,20,0.04190990130359751,2.7333333333333334,-0.6666666666666661
66,1,90,94,55,100,19,19,0.7085765679702263,2.408888888888889,3.8222222222222224
83,1,94,97,54,100,18,20,-3.113645654251968,2.7333333333333334,-0.6666666666666661
79,1,90,96,54,100,18,20,-2.4469789875853394,2.7333333333333334,-0.6666666666666661
76,1,89,96,54,100,18,20,-1.7803123209187106,2.7333333333333334,-0.6666666666666661
73,1,89,95,54,100,18,20,-1.1136456542520818,2.7333333333333334,-0.6666666666666661
71,1,90,95,55,100,18,20,-0.44697898758545307,2.7333333333333334,-0.6666666666666661
68,1,90,94,55,100,18,20,0.2196876790811757,2.7333333333333334,-0.6666666666666661
66,1,91,93,55,100,19,19,0.8863543457478045,2.408888888888889,3.8222222222222224
82,1,93,97,54,100,18,20,-2.93586787647439,2.7333333333333334,-0.6666666666666661
79,1,89,96,54,100,18,20,-2.269201209807761,2.7333333333333334,-0.6666666666666661
75,1,89,96,54,100,18,20,-1.6025345431411324,2.7333333333333334,-0.6666666666666661
73,1,89,95,54,100,18,20,-0.9358678764745036,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098078749,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568587539,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764746173,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120980798856,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568586402,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.935867876474731,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120980810225,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568585265,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764748447,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120980821594,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.39746545685841284,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764749584,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098083296,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.39746545685829915,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764750721,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098084433,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.39746545685818546,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764751858,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.269201209808557,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568580718,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764752995,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098086707,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568579581,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764754131,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120980878437,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568578444,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764755268,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120980889806,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568577307,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764756405,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120980901174,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.397465456857617,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764757542,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120980912543,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.39746545685750334,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764758679,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098092391,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.39746545685738965,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764759816,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098093528,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.39746545685727597,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764760953,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098094665,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568571623,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.935867876476209,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098095802,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568570486,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764763226,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120980969386,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568569349,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764764363,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120980980755,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568568212,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.93586787647655,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120980992124,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.39746545685670753,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764766637,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098100349,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.39746545685659385,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764767774,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098101486,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.39746545685648016,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764768911,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098102623,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568563665,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764770048,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.269201209810376,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568562528,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764771184,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120981048967,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568561391,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764772321,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120981060336,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568560254,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764773458,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120981071705,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568559117,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764774595,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120981083073,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.39746545685579804,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764775732,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098109444,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.39746545685568435,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764776869,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098110581,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.39746545685557066,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764778006,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098111718,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.397465456855457,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764779143,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.2692012098112855,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568553433,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764780279,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120981139917,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568552296,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764781416,2.7333333333333334,-0.6666666666666661
70,1,90,94,55,100,18,20,-0.26920120981151285,2.7333333333333334,-0.6666666666666661
67,1,90,94,55,100,19,20,0.3974654568551159,2.533333333333333,1.3333333333333335
73,1,89,95,54,100,18,20,-0.9358678764782553,2.7333333333333334,-0.6666666666666661
